,level_1_description,eo_main_class_id,eo_main_class_descr,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,head_eo_model_id,head_eo_model_descr,component_class_id,component_class_descr,eo_description,eo_code,teh_mesto,teh_mesto_description,level_upper,sap_operation_status,operation_start_date,operation_finish_date,strategy_id,head_type,interval_between_overhaul
1827,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания,100000038369,11-RUD-CGTR-SEBT-CC03,Самосвал карьерный №403,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,15000.0
1835,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03227,100000038370,11-RUD-CGTR-SEBT-CC04,Самосвал карьерный №404,11-RUD-CGTR-SEBT-C785,,2009-05-06,2030-01-01,0,component,15000.0
1842,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03138,100000038416,11-RUD-CGTR-SEBT-CC05,Самосвал карьерный №405,11-RUD-CGTR-SEBT-C785,,2016-08-10,2030-01-01,0,component,15000.0
1864,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03139,100000072049,11-RUD-CGTR-SEBT-CC09,Самосвал карьерный №409,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
1873,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03232,100000038378,11-RUD-CGTR-SEBT-CC11,Самосвал карьерный №411,11-RUD-CGTR-SEBT-C785,,2009-11-30,2030-01-01,0,component,15000.0
1883,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03054,100000038452,11-RUD-CGTR-SEBT-CC13,Самосвал карьерный №414,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
1891,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания № ENG 12-2,100000038381,11-RUD-CGTR-SEBT-CC14,Самосвал карьерный №415,11-RUD-CGTR-SEBT-C785,,2011-05-20,2030-01-01,0,component,15000.0
1902,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03056,100000038382,11-RUD-CGTR-SEBT-CC15,Самосвал карьерный №416,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
1910,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02888,100000038375,11-RUD-CGTR-SEBT-CC16,Самосвал карьерный №417,11-RUD-CGTR-SEBT-C785,,2017-10-14,2030-01-01,0,component,15000.0
1920,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №EEE00221,100000038384,11-RUD-CGTR-SEBT-CC17,Самосвал карьерный №418,11-RUD-CGTR-SEBT-C785,,2011-04-30,2030-01-01,0,component,15000.0
1929,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02480,100000038385,11-RUD-CGTR-SEBT-CC18,Самосвал карьерный №419,11-RUD-CGTR-SEBT-C785,,2011-04-30,2030-01-01,0,component,15000.0
1941,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02973,100000038380,11-RUD-CGTR-SEBT-CC19,Самосвал карьерный №420,11-RUD-CGTR-SEBT-C785,,2009-08-03,2030-01-01,0,component,15000.0
1946,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03055,100000038390,11-RUD-CGTR-SEBT-CC21,Самосвал карьерный №422,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,15000.0
1961,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02410,100000038438,11-RUD-CGTR-SEBT-CC22,Самосвал карьерный №423,11-RUD-CGTR-SEBT-C785,,2018-05-28,2030-01-01,0,component,15000.0
1969,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02192,100000072267,11-RUD-CGTR-SEBT-CC23,Самосвал карьерный №424,11-RUD-CGTR-SEBT-C785,,2011-02-28,2030-01-01,0,component,15000.0
1979,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02817,100000038373,11-RUD-CGTR-SEBT-CC24,Самосвал карьерный №425,11-RUD-CGTR-SEBT-C785,,2009-08-03,2030-01-01,0,component,15000.0
1998,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02972,100000038440,11-RUD-CGTR-SEBT-CC26,Самосвал карьерный №427,11-RUD-CGTR-SEBT-C785,,2017-08-30,2030-01-01,0,component,15000.0
2008,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02484,100000038383,11-RUD-CGTR-SEBT-CC27,Самосвал карьерный №428,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,15000.0
2017,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03223,100000038386,11-RUD-CGTR-SEBT-CC28,Самосвал карьерный №429,11-RUD-CGTR-SEBT-C785,,2011-04-30,2030-01-01,0,component,15000.0
2038,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания,100000058470,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2011-02-28,2030-01-01,0,component,15000.0
2046,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания,100000038400,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,15000.0
2065,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №SDW00568,100000038450,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2016-12-10,2030-01-01,0,component,15000.0
2075,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №BBR03238,100000038403,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,15000.0
2083,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03235,100000038404,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,15000.0
2093,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №EEE00143,100000038405,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,15000.0
2098,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,,,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,ДВС 3512B №SDW00568,100000097653,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2022-01-29,2032-01-27,0,component,15000.0
2105,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03234,100000038406,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,15000.0
2113,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02979,100000038407,11-RUD-CGTR-SEBT-CC38,Самосвал карьерный №439,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2122,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №ЕЕЕ00274,100000038408,11-RUD-CGTR-SEBT-CC39,Самосвал карьерный №440,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2132,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03155,100000071877,11-RUD-CGTR-SEBT-CC40,Самосвал карьерный №441,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,15000.0
2144,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №785C BR 38-3,100000069363,11-RUD-CGTR-SEBT-CC41,Самосвал карьерный №442,11-RUD-CGTR-SEBT-C785,,2011-03-31,2030-01-01,0,component,15000.0
2164,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR01953,100000038401,11-RUD-CGTR-SEBT-CC43,Самосвал карьерный №444,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,15000.0
2171,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02451,100000038414,11-RUD-CGTR-SEBT-CC44,Самосвал карьерный №445,11-RUD-CGTR-SEBT-C785,,2009-08-03,2030-01-01,0,component,15000.0
2181,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03104,100000038456,11-RUD-CGTR-SEBT-CC45,Самосвал карьерный №446,11-RUD-CGTR-SEBT-C785,,2017-09-17,2030-01-01,0,component,15000.0
2191,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания 8BR03262,100000069364,11-RUD-CGTR-SEBT-CC46,Самосвал карьерный №447,11-RUD-CGTR-SEBT-C785,,2020-02-28,2030-01-01,0,component,15000.0
2201,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03241,100000038417,11-RUD-CGTR-SEBT-CC47,Самосвал карьерный №448,11-RUD-CGTR-SEBT-C785,,2017-03-10,2030-01-01,0,component,15000.0
2217,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03139,100000038419,11-RUD-CGTR-SEBT-CC49,Самосвал карьерный №450,11-RUD-CGTR-SEBT-C785,,2016-08-10,2030-01-01,0,component,15000.0
2230,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02459,100000038421,11-RUD-CGTR-SEBT-CC50,Самосвал карьерный №501,11-RUD-CGTR-SEBT-C785,,2017-09-08,2030-01-01,0,component,15000.0
2250,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02482,100000038423,11-RUD-CGTR-SEBT-CC52,Самосвал карьерный №503,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2259,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8ВR02406,100000038424,11-RUD-CGTR-SEBT-CC53,Самосвал карьерный №504,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2267,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02467,100000038397,11-RUD-CGTR-SEBT-CC54,Самосвал карьерный №505,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2278,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02257,100000038377,11-RUD-CGTR-SEBT-CC55,Самосвал карьерный №506,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2289,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания,100000038427,11-RUD-CGTR-SEBT-CC56,Самосвал карьерный №507,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2297,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03077,100000038428,11-RUD-CGTR-SEBT-CC57,Самосвал карьерный №508,11-RUD-CGTR-SEBT-C785,,2014-03-06,2030-01-01,0,component,15000.0
2308,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03237,100000038429,11-RUD-CGTR-SEBT-CC58,Самосвал карьерный №509,11-RUD-CGTR-SEBT-C785,,2011-02-28,2030-01-01,0,component,15000.0
2315,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02453,100000038415,11-RUD-CGTR-SEBT-CC59,Самосвал карьерный №510,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,15000.0
2327,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №EEE00148,100000038432,11-RUD-CGTR-SEBT-CC60,Самосвал карьерный №511,11-RUD-CGTR-SEBT-C785,,2011-02-28,2030-01-01,0,component,15000.0
2335,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03239,100000038433,11-RUD-CGTR-SEBT-CC61,Самосвал карьерный №512,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2348,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8ВR01954,100000071884,11-RUD-CGTR-SEBT-CC62,Самосвал карьерный №514,11-RUD-CGTR-SEBT-C785,,2010-01-01,2030-01-01,0,component,15000.0
2354,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002549,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания,100000038435,11-RUD-CGTR-SEBT-CC63,Самосвал карьерный №515,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2363,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания,100000038436,11-RUD-CGTR-SEBT-CC64,Самосвал карьерный №516,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2376,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03052,100000038448,11-RUD-CGTR-SEBT-CC65,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,15000.0
2385,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02980,100000038391,11-RUD-CGTR-SEBT-CC66,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2394,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8ВR02387,100000038367,11-RUD-CGTR-SEBT-CC67,Самосвал карьерный №519,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2412,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02484,100000038425,11-RUD-CGTR-SEBT-CC69,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,,2009-03-31,2030-01-01,0,component,15000.0
2423,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02408,100000038395,11-RUD-CGTR-SEBT-CC70,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,,2018-06-16,2030-01-01,0,component,15000.0
2431,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8ВR02448,100000038422,11-RUD-CGTR-SEBT-CC71,Самосвал карьерный №523,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2443,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02777,100000069362,11-RUD-CGTR-SEBT-CC72,Самосвал карьерный №524,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2453,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02780,100000038446,11-RUD-CGTR-SEBT-CC73,Самосвал карьерный №525,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,15000.0
2462,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02994,100000038447,11-RUD-CGTR-SEBT-CC74,Самосвал карьерный №526,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2473,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03053,100000038392,11-RUD-CGTR-SEBT-CC75,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,,2014-02-28,2030-01-01,0,component,15000.0
2482,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02487,100000038394,11-RUD-CGTR-SEBT-CC76,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2497,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03156,100000038451,11-RUD-CGTR-SEBT-CC78,Самосвал карьерный №530,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2519,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03090,100000038393,11-RUD-CGTR-SEBT-CC80,Самосвал карьерный №532,11-RUD-CGTR-SEBT-C785,,2016-02-29,2030-01-01,0,component,15000.0
2529,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания,100000038455,11-RUD-CGTR-SEBT-CC81,Самосвал карьерный №533,11-RUD-CGTR-SEBT-C785,,2014-03-06,2030-01-01,0,component,15000.0
2539,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR03094,100000038413,11-RUD-CGTR-SEBT-CC82,Самосвал карьерный №534,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2550,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02486,100000058481,11-RUD-CGTR-SEBT-CC83,Самосвал карьерный №535,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,15000.0
2558,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,Двигатель внутр.сгорания №8BR02872,100000038458,11-RUD-CGTR-SEBT-CC84,Самосвал карьерный №536,11-RUD-CGTR-SEBT-C785,,2011-01-31,2030-01-01,0,component,15000.0
2565,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03385,100000038459,11-RUD-CGTR-SEBT-CD01,Самосвал карьерный №701,11-RUD-CGTR-SEBT-C793,,2017-11-01,2030-01-01,0,component,15000.0
2577,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03453,100000073220,11-RUD-CGTR-SEBT-CD02,Самосвал карьерный №702,11-RUD-CGTR-SEBT-C793,,2020-05-01,2030-01-01,0,component,15000.0
2585,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03395,100000038460,11-RUD-CGTR-SEBT-CD03,Самосвал карьерный №703,11-RUD-CGTR-SEBT-C793,,2017-11-03,2030-01-01,0,component,15000.0
2596,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03396,100000038462,11-RUD-CGTR-SEBT-CD04,Самосвал карьерный №704,11-RUD-CGTR-SEBT-C793,,2017-11-30,2030-01-01,0,component,15000.0
2605,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03383,100000038461,11-RUD-CGTR-SEBT-CD05,Самосвал карьерный №705,11-RUD-CGTR-SEBT-C793,,2017-11-09,2030-01-01,0,component,15000.0
2615,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03403,100000038465,11-RUD-CGTR-SEBT-CD06,Самосвал карьерный №706,11-RUD-CGTR-SEBT-C793,,2017-12-12,2030-01-01,0,component,15000.0
2626,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03393,100000038466,11-RUD-CGTR-SEBT-CD07,Самосвал карьерный №707,11-RUD-CGTR-SEBT-C793,,2017-12-21,2030-01-01,0,component,15000.0
2633,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03399,100000038467,11-RUD-CGTR-SEBT-CD08,Самосвал карьерный №708,11-RUD-CGTR-SEBT-C793,,2017-12-27,2030-01-01,0,component,15000.0
2646,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960010724,0,no_data,67,Самосвалы CAT 793D,1.0,ДВС,Двигатель внутр.сгорания №8WM03405,100000038471,11-RUD-CGTR-SEBT-CD09,Самосвал карьерный №709,11-RUD-CGTR-SEBT-C793,,2018-02-22,2030-01-01,0,component,15000.0
